用户ID,省份,性别,年龄,注册日期
101210,安徽,女,44,2011-1-10
101212,河北,女,33,2011-1-10
101213,安徽,男,27,2011-1-10
101215,甘肃,女,34,2011-1-10
101216,四川,女,21,2011-1-10
101217,天津,男,23,2011-1-10
101223,山东,女,21,2011-1-10
101225,山西,女,20,2011-1-10
101226,江西,女,29,2011-1-10
101227,天津,男,24,2011-1-10
101228,陕西,女,36,2011-1-10
101229,山东,男,25,2011-1-10
101230,云南,女,32,2011-1-10
101231,内蒙古,女,20,2011-1-10
101232,甘肃,男,19,2011-1-10
101233,天津,男,24,2011-1-10
101234,安徽,男,32,2011-1-10
101236,河北,女,28,2011-1-10
101237,吉林,女,29,2011-1-10
101238,湖北,男,18,2011-1-10
101239,北京,男,29,2011-1-10
101240,陕西,男,21,2011-1-10
101241,辽宁,男,44,2011-1-10
101242,广东,男,40,2011-1-10
101243,辽宁,女,30,2011-1-10
101244,新疆,男,27,2011-1-10
101245,黑龙江,女,37,2011-1-10
101248,浙江,男,34,2011-1-10
101249,内蒙古,女,18,2011-1-10
101250,河南,女,30,2011-1-10
101252,北京,女,36,2011-1-10
101254,北京,女,46,2011-1-10
101256,福建,男,35,2011-1-10
101257,吉林,男,47,2011-1-10
101259,内蒙古,女,19,2011-1-10
101261,新疆,男,27,2011-1-10
101262,四川,女,28,2011-1-10
101265,山西,男,36,2011-1-10
101266,云南,女,47,2011-1-10
101267,贵州,女,20,2011-1-10
101268,山西,女,31,2011-1-10
101270,广东,男,22,2011-1-10
101271,陕西,女,24,2011-1-10
101276,贵州,男,25,2011-1-10
101277,海南,女,20,2011-1-10
101278,黑龙江,男,30,2011-1-10
101279,湖北,男,26,2011-1-10
101280,海南,女,27,2011-1-10
101282,湖北,男,29,2011-1-10
101283,贵州,女,28,2011-1-10
101284,贵州,男,23,2011-1-10
101285,湖北,男,37,2011-1-10
101287,北京,男,23,2011-1-10
101289,海南,女,47,2011-1-10
101290,上海,女,22,2011-1-10
101291,宁夏,女,18,2011-1-10
101292,河南,女,20,2011-1-10
101294,云南,男,20,2011-1-10
101296,新疆,男,39,2011-1-10
101297,吉林,女,22,2011-1-10
101303,山东,男,23,2011-1-10
101305,浙江,女,33,2011-1-10
101306,重庆,男,37,2011-1-10
101309,福建,女,19,2011-1-10
101310,江西,女,34,2011-1-10
101311,辽宁,男,20,2011-1-10
101312,四川,男,33,2011-1-10
101313,云南,男,25,2011-1-10
101315,辽宁,女,29,2011-1-10
101316,重庆,男,26,2011-1-10
101319,陕西,女,21,2011-1-10
101322,辽宁,男,36,2011-1-10
101323,湖南,男,27,2011-1-10
101324,天津,女,27,2011-1-10
101325,海南,男,37,2011-1-10
101326,云南,男,33,2011-1-10
101327,上海,男,35,2011-1-10
101329,海南,男,33,2011-1-10
101330,山西,女,40,2011-1-10
101331,福建,女,22,2011-1-10
101333,辽宁,男,22,2011-1-10
101334,甘肃,女,30,2011-1-10
101340,山西,女,20,2011-1-10
101341,河南,女,24,2011-1-10
101342,北京,男,26,2011-1-10
101344,宁夏,女,24,2011-1-10
101345,海南,女,31,2011-1-10
101347,天津,男,31,2011-1-10
101349,河南,男,33,2011-1-10
101351,宁夏,女,21,2011-1-10
101354,广西,女,29,2011-1-10
101356,安徽,男,27,2011-1-10
101357,青海,男,26,2011-1-10
101358,上海,女,25,2011-1-10
101359,北京,女,22,2011-1-10
101361,河北,女,20,2011-1-10
101362,河南,男,36,2011-1-10
101363,湖北,女,33,2011-1-10
101365,山西,女,35,2011-1-10
101366,北京,女,26,2011-1-10
101368,吉林,女,25,2011-1-10
101369,青海,女,41,2011-1-10
101371,湖南,男,20,2011-1-10
101372,海南,女,21,2011-1-10
101374,广东,女,18,2011-1-10
101375,北京,女,44,2011-1-10
101376,湖南,女,21,2011-1-10
101378,甘肃,男,34,2011-1-10
101383,黑龙江,女,47,2011-1-10
101386,山东,男,24,2011-1-10
101389,天津,男,39,2011-1-10
101391,河南,女,33,2011-1-10
101392,青海,女,23,2011-1-10
101393,辽宁,男,28,2011-1-10
101394,湖南,女,33,2011-1-10
101396,四川,男,18,2011-1-10
101397,河南,男,25,2011-1-10
101398,广西,男,36,2011-1-10
101400,陕西,女,46,2011-1-10
101404,新疆,女,32,2011-1-10
101406,重庆,男,47,2011-1-10
101408,贵州,男,21,2011-1-10
101411,宁夏,男,25,2011-1-10
101412,辽宁,男,25,2011-1-10
101413,吉林,女,36,2011-1-10
101414,河南,女,42,2011-1-10
101417,重庆,男,28,2011-1-10
101418,山西,女,37,2011-1-10
101419,山东,男,25,2011-1-10
101422,河南,男,26,2011-1-10
101425,黑龙江,男,29,2011-1-10
101428,宁夏,女,46,2011-1-10
101429,福建,男,46,2011-1-10
101430,新疆,男,20,2011-1-10
101431,山东,男,26,2011-1-10
101432,江苏,男,23,2011-1-10
101435,内蒙古,男,22,2011-1-10
101437,四川,男,25,2011-1-11
101441,湖北,男,36,2011-1-11
101443,广东,男,24,2011-1-11
101444,湖南,女,40,2011-1-11
101446,西藏,男,22,2011-1-11
101447,青海,女,21,2011-1-11
101449,浙江,男,44,2011-1-11
101450,河南,女,28,2011-1-11
101452,河北,男,22,2011-1-11
101453,山东,女,18,2011-1-11
101454,上海,女,22,2011-1-11
101457,天津,男,29,2011-1-11
101459,吉林,男,26,2011-1-11
101460,江西,女,28,2011-1-11
101462,浙江,男,29,2011-1-11
101463,北京,女,28,2011-1-11
101468,内蒙古,男,36,2011-1-11
101469,广西,男,20,2011-1-11
101470,广西,男,40,2011-1-11
101472,浙江,男,23,2011-1-11
101474,新疆,女,25,2011-1-11
101476,西藏,女,29,2011-1-11
101477,新疆,男,18,2011-1-11
101478,江苏,男,36,2011-1-11
101480,黑龙江,女,27,2011-1-11
101481,安徽,女,26,2011-1-11
101482,云南,女,35,2011-1-11
101485,新疆,男,26,2011-1-11
101487,陕西,男,41,2011-1-11
101488,浙江,男,22,2011-1-11
101489,吉林,男,27,2011-1-11
101491,安徽,男,42,2011-1-11
101493,四川,男,47,2011-1-11
101497,海南,女,26,2011-1-11
101500,北京,女,20,2011-1-11
101501,黑龙江,男,33,2011-1-11
101502,四川,男,22,2011-1-11
101503,福建,女,26,2011-1-11
101504,海南,男,27,2011-1-11
101507,青海,男,21,2011-1-11
101509,新疆,女,27,2011-1-11
101510,安徽,男,27,2011-1-11
101512,北京,女,37,2011-1-11
101514,陕西,女,22,2011-1-11
101515,吉林,女,27,2011-1-11
101516,贵州,女,36,2011-1-11
101517,贵州,女,40,2011-1-11
101520,山西,女,29,2011-1-11
101523,四川,男,25,2011-1-11
101525,四川,男,38,2011-1-11
101527,河北,女,19,2011-1-11
101528,湖北,女,22,2011-1-11
101529,宁夏,女,26,2011-1-11
101530,黑龙江,男,23,2011-1-11
101531,河北,男,23,2011-1-11
101532,上海,女,33,2011-1-11
101535,辽宁,女,21,2011-1-11
101536,湖南,女,25,2011-1-11
101537,北京,女,36,2011-1-11
101540,贵州,男,37,2011-1-11
101541,西藏,女,33,2011-1-11
101542,湖南,男,34,2011-1-11
101544,重庆,男,27,2011-1-11
101545,浙江,女,19,2011-1-11
101546,北京,女,24,2011-1-11
101547,山西,女,21,2011-1-11
101549,湖南,男,18,2011-1-11
101551,湖北,女,21,2011-1-11
101552,江苏,男,21,2011-1-11
101553,山东,女,23,2011-1-11
101555,山西,男,22,2011-1-11
101556,重庆,男,37,2011-1-11
101557,江西,女,39,2011-1-11
101558,贵州,男,27,2011-1-11
101560,黑龙江,男,24,2011-1-11
101564,四川,女,18,2011-1-11
101565,黑龙江,男,37,2011-1-11
101567,辽宁,女,23,2011-1-11
101568,山东,女,47,2011-1-11
101570,陕西,女,21,2011-1-11
101571,安徽,男,25,2011-1-11
101572,广东,男,21,2011-1-11
101574,上海,女,36,2011-1-11
101575,西藏,男,36,2011-1-11
101577,上海,女,45,2011-1-11
101578,江西,女,46,2011-1-11
101579,北京,男,45,2011-1-11
101581,上海,男,30,2011-1-11
101582,浙江,女,22,2011-1-11
101583,吉林,女,44,2011-1-11
101584,内蒙古,女,44,2011-1-11
101586,河北,男,45,2011-1-11
101588,青海,男,44,2011-1-11
101589,福建,男,32,2011-1-11
101590,云南,男,25,2011-1-11
101592,内蒙古,女,24,2011-1-11
101594,上海,男,25,2011-1-11
101595,重庆,男,41,2011-1-11
101597,天津,女,24,2011-1-11
101598,四川,女,45,2011-1-11
101600,北京,女,21,2011-1-11
101602,山西,女,34,2011-1-11
101606,上海,男,36,2011-1-11
101608,北京,女,21,2011-1-11
101609,江西,女,24,2011-1-11
101610,河北,女,39,2011-1-11
101615,贵州,女,26,2011-1-11
101616,甘肃,女,34,2011-1-11
101617,北京,女,20,2011-1-11
101620,贵州,女,19,2011-1-11
101623,北京,男,24,2011-1-11
101625,吉林,女,25,2011-1-11
101627,黑龙江,男,21,2011-1-11
101630,陕西,女,24,2011-1-11
101635,吉林,男,21,2011-1-11
101636,湖北,男,26,2011-1-11
101639,吉林,男,19,2011-1-11
101640,甘肃,女,41,2011-1-11
101644,江苏,女,25,2011-1-11
101646,内蒙古,男,19,2011-1-11
101650,吉林,男,41,2011-1-11
101651,重庆,男,20,2011-1-11
101653,重庆,女,18,2011-1-11
101655,辽宁,女,18,2011-1-11
101657,山西,男,21,2011-1-11
101658,广西,男,47,2011-1-11
101659,海南,男,23,2011-1-11
101661,四川,女,39,2011-1-11
101662,陕西,女,34,2011-1-11
101663,河南,男,35,2011-1-11
101665,宁夏,女,22,2011-1-11
101667,天津,男,23,2011-1-11
101670,江西,女,26,2011-1-11
101671,宁夏,女,37,2011-1-11
101672,上海,女,46,2011-1-11
101673,辽宁,男,28,2011-1-11
101674,辽宁,女,34,2011-1-11
101675,海南,男,41,2011-1-11
101676,江西,男,34,2011-1-11
101680,重庆,男,26,2011-1-11
101681,广东,女,27,2011-1-11
101683,河南,女,27,2011-1-11
101685,陕西,男,19,2011-1-11
101688,广东,女,31,2011-1-11
101689,北京,男,38,2011-1-11
101690,山西,男,30,2011-1-11
101691,西藏,男,22,2011-1-11
101692,吉林,女,34,2011-1-11
101694,上海,男,28,2011-1-11
101699,重庆,男,24,2011-1-11
101704,北京,女,34,2011-1-11
101706,河南,女,33,2011-1-11
101707,新疆,女,36,2011-1-11
101708,北京,男,25,2011-1-11
101710,西藏,女,31,2011-1-11
101711,陕西,女,34,2011-1-11
101712,黑龙江,女,23,2011-1-11
101713,安徽,女,46,2011-1-11
101715,湖北,女,18,2011-1-11
101716,黑龙江,男,20,2011-1-11
101720,天津,女,47,2011-1-11
101722,黑龙江,女,27,2011-1-11
101723,北京,男,34,2011-1-11
101724,陕西,女,32,2011-1-11
101725,新疆,女,22,2011-1-11
101726,上海,男,21,2011-1-11
101727,陕西,男,19,2011-1-11
101729,江苏,男,40,2011-1-11
101734,浙江,女,45,2011-1-11
101736,河北,女,23,2011-1-11
101737,山西,男,36,2011-1-11
101740,贵州,男,29,2011-1-11
101742,海南,女,25,2011-1-11
101743,山东,男,33,2011-1-11
101746,福建,女,22,2011-1-11
101750,江苏,女,19,2011-1-11
101751,甘肃,男,19,2011-1-11
101752,江苏,女,21,2011-1-11
101753,浙江,男,29,2011-1-11
101754,河南,男,26,2011-1-11
101755,西藏,女,31,2011-1-12
101756,福建,女,46,2011-1-12
101757,黑龙江,男,34,2011-1-12
101759,河北,女,25,2011-1-12
101760,新疆,女,40,2011-1-12
101762,贵州,女,36,2011-1-12
101763,青海,男,33,2011-1-12
101767,内蒙古,女,19,2011-1-12
101768,上海,女,37,2011-1-12
101770,黑龙江,女,40,2011-1-12
101772,四川,女,37,2011-1-12
101773,河北,女,25,2011-1-12
101774,广东,女,21,2011-1-12
101777,新疆,女,24,2011-1-12
101778,北京,男,18,2011-1-12
101779,甘肃,男,34,2011-1-12
101780,甘肃,男,20,2011-1-12
101781,四川,女,32,2011-1-12
101782,陕西,女,26,2011-1-12
101786,上海,女,25,2011-1-12
101787,北京,女,23,2011-1-12
101789,福建,男,27,2011-1-12
101790,天津,女,28,2011-1-12
101795,青海,女,19,2011-1-12
101798,吉林,男,22,2011-1-12
101800,黑龙江,女,27,2011-1-12
101801,内蒙古,男,24,2011-1-12
101802,辽宁,男,28,2011-1-12
101806,海南,男,31,2011-1-12
101808,广东,女,20,2011-1-12
101809,内蒙古,女,38,2011-1-12
101813,黑龙江,女,21,2011-1-12
101814,安徽,女,40,2011-1-12
101816,江西,男,18,2011-1-12
101817,四川,女,31,2011-1-12
101819,山东,男,24,2011-1-12
101821,海南,男,31,2011-1-12
101823,天津,女,27,2011-1-12
101824,福建,男,20,2011-1-12
101825,西藏,女,38,2011-1-12
101828,四川,男,27,2011-1-12
101829,北京,女,28,2011-1-12
101830,辽宁,男,33,2011-1-12
101831,广东,男,42,2011-1-12
101832,安徽,女,26,2011-1-12
101834,湖南,男,18,2011-1-12
101835,山东,男,21,2011-1-12
101837,北京,男,45,2011-1-12
101838,甘肃,男,37,2011-1-12
101839,四川,女,19,2011-1-12
101840,辽宁,男,23,2011-1-12
101842,广东,男,28,2011-1-12
101844,重庆,男,25,2011-1-12
101845,上海,女,18,2011-1-12
101846,辽宁,女,38,2011-1-12
101850,湖北,男,35,2011-1-12
101851,西藏,男,37,2011-1-12
101853,江苏,男,45,2011-1-12
101854,北京,女,35,2011-1-12
101855,河南,男,21,2011-1-12
101856,上海,男,38,2011-1-12
101857,广东,女,32,2011-1-12
101858,河北,女,27,2011-1-12
101859,上海,女,27,2011-1-12
101863,上海,女,38,2011-1-12
101864,重庆,男,26,2011-1-12
101866,内蒙古,男,25,2011-1-12
101867,湖南,女,38,2011-1-12
101868,江苏,女,21,2011-1-12
101870,北京,女,24,2011-1-12
101871,广东,男,34,2011-1-12
101872,吉林,男,46,2011-1-12
101873,江苏,女,32,2011-1-12
101877,吉林,男,27,2011-1-12
101878,上海,女,24,2011-1-12
101879,上海,男,20,2011-1-12
101880,陕西,女,39,2011-1-12
101881,上海,女,34,2011-1-12
101882,内蒙古,男,31,2011-1-12
101883,北京,女,24,2011-1-12
101885,北京,女,25,2011-1-12
101887,云南,男,38,2011-1-12
101888,贵州,男,42,2011-1-12
101889,浙江,女,35,2011-1-12
101890,北京,男,35,2011-1-12
101892,青海,女,25,2011-1-12
101893,上海,男,27,2011-1-12
101895,湖北,女,21,2011-1-12
101897,陕西,男,23,2011-1-12
101899,重庆,男,26,2011-1-12
101900,安徽,女,29,2011-1-12
101902,江苏,女,23,2011-1-12
101903,内蒙古,男,28,2011-1-12
101906,贵州,女,21,2011-1-12
101907,内蒙古,男,34,2011-1-12
101908,天津,男,23,2011-1-12
101909,江西,男,38,2011-1-12
101910,贵州,女,32,2011-1-12
101911,上海,男,45,2011-1-12
101912,宁夏,女,32,2011-1-12
101914,河北,男,30,2011-1-12
101916,四川,男,28,2011-1-12
101918,重庆,男,25,2011-1-12
101919,重庆,女,25,2011-1-12
101920,黑龙江,女,20,2011-1-12
101921,贵州,男,20,2011-1-12
101922,广西,男,19,2011-1-12
101923,海南,女,27,2011-1-12
101925,海南,女,44,2011-1-12
101927,北京,女,20,2011-1-12
101928,湖北,男,41,2011-1-12
101932,云南,女,27,2011-1-12
101933,重庆,女,27,2011-1-12
101935,浙江,女,46,2011-1-12
101939,辽宁,男,33,2011-1-12
101940,福建,女,20,2011-1-12
101943,广西,男,33,2011-1-12
101944,青海,男,20,2011-1-12
101945,北京,男,40,2011-1-12
101946,山东,女,30,2011-1-12
101947,安徽,男,47,2011-1-12
101948,湖南,女,26,2011-1-12
101949,新疆,女,38,2011-1-12
101950,青海,女,26,2011-1-12
101951,吉林,男,36,2011-1-12
101952,新疆,女,36,2011-1-12
101953,黑龙江,男,29,2011-1-12
101955,黑龙江,女,31,2011-1-12
101957,山西,女,23,2011-1-12
101961,山西,女,36,2011-1-12
101962,北京,女,33,2011-1-12
101966,湖北,女,18,2011-1-12
101969,黑龙江,男,31,2011-1-12
101970,新疆,男,24,2011-1-12
101971,陕西,女,21,2011-1-12
101972,贵州,男,25,2011-1-12
101973,河南,女,21,2011-1-12
101975,福建,男,39,2011-1-12
101976,内蒙古,女,29,2011-1-12
101978,北京,男,35,2011-1-12
101980,上海,男,24,2011-1-12
101981,重庆,女,40,2011-1-12
101982,陕西,男,18,2011-1-12
101983,吉林,男,42,2011-1-12
101985,贵州,男,28,2011-1-12
101986,贵州,女,24,2011-1-12
101987,陕西,男,33,2011-1-12
101988,天津,男,34,2011-1-12
101989,天津,男,31,2011-1-12
101995,吉林,女,28,2011-1-12
102000,山东,男,21,2011-1-12
102003,海南,男,45,2011-1-13
102005,西藏,女,25,2011-1-13
102007,安徽,男,28,2011-1-13
102008,湖北,女,20,2011-1-13
102009,北京,男,28,2011-1-13
102010,湖北,女,25,2011-1-13
102011,山东,女,39,2011-1-13
102012,安徽,男,36,2011-1-13
102013,江西,女,45,2011-1-13
102015,内蒙古,女,46,2011-1-13
102016,湖北,男,25,2011-1-13
102018,山东,男,38,2011-1-13
102019,福建,男,35,2011-1-13
102020,广西,男,31,2011-1-13
102021,天津,女,40,2011-1-13
102022,安徽,男,36,2011-1-13
102023,四川,女,23,2011-1-13
102024,辽宁,女,28,2011-1-13
102026,新疆,女,36,2011-1-13
102027,西藏,女,30,2011-1-13
102028,上海,女,28,2011-1-13
102029,辽宁,女,26,2011-1-13
102030,江苏,男,47,2011-1-13
102032,广西,男,25,2011-1-13
102033,宁夏,女,25,2011-1-13
102035,天津,女,44,2011-1-13
102037,内蒙古,男,35,2011-1-13
102038,吉林,男,25,2011-1-13
102041,吉林,女,36,2011-1-13
102043,河南,女,22,2011-1-13
102046,安徽,男,19,2011-1-13
102047,海南,女,46,2011-1-13
102050,广西,男,25,2011-1-13
102051,山西,男,19,2011-1-13
102052,吉林,女,26,2011-1-13
102053,湖北,男,29,2011-1-13
102055,河南,男,39,2011-1-13
102056,甘肃,男,30,2011-1-13
102058,江苏,女,21,2011-1-13
102061,内蒙古,男,18,2011-1-13
102062,青海,女,21,2011-1-13
102064,重庆,男,27,2011-1-13
102065,浙江,男,24,2011-1-13
102066,广西,女,28,2011-1-13
102067,天津,男,19,2011-1-13
102068,甘肃,男,33,2011-1-13
102069,北京,男,35,2011-1-13
102071,江西,女,35,2011-1-13
102075,北京,男,46,2011-1-13
102077,广西,男,19,2011-1-13
102081,江西,男,37,2011-1-13
102087,吉林,女,29,2011-1-13
102088,云南,女,19,2011-1-13
102089,湖北,男,19,2011-1-13
102090,福建,女,32,2011-1-13
102092,陕西,女,42,2011-1-13
102093,河南,男,19,2011-1-13
102094,北京,男,22,2011-1-13
102095,内蒙古,女,29,2011-1-13
102096,上海,女,21,2011-1-13
102097,宁夏,女,20,2011-1-13
102099,陕西,女,18,2011-1-13
102101,四川,女,26,2011-1-13
102103,甘肃,女,23,2011-1-13
102106,重庆,女,39,2011-1-13
102107,辽宁,女,24,2011-1-13
102109,新疆,女,41,2011-1-13
102110,黑龙江,女,46,2011-1-13
102111,新疆,男,33,2011-1-13
102112,江苏,男,42,2011-1-13
102113,青海,女,23,2011-1-13
102114,江西,女,23,2011-1-13
102115,安徽,男,24,2011-1-13
102118,西藏,女,37,2011-1-13
102119,内蒙古,女,30,2011-1-13
102120,北京,女,30,2011-1-13
102123,北京,男,19,2011-1-13
102124,黑龙江,女,24,2011-1-13
102127,河北,男,27,2011-1-13
102128,北京,女,24,2011-1-13
102129,江苏,男,25,2011-1-13
102131,山西,男,21,2011-1-13
102132,内蒙古,女,26,2011-1-13
102133,安徽,女,32,2011-1-13
102136,江西,男,28,2011-1-13
102139,内蒙古,女,31,2011-1-13
102140,重庆,男,19,2011-1-13
102143,上海,男,19,2011-1-13
102146,山西,男,36,2011-1-13
102147,山东,女,24,2011-1-13
102149,甘肃,女,35,2011-1-13
102150,广东,男,40,2011-1-13
102151,上海,男,29,2011-1-13
102152,浙江,男,24,2011-1-13
102153,广东,男,31,2011-1-13
102155,山西,男,38,2011-1-13
102157,福建,女,31,2011-1-13
102158,云南,女,34,2011-1-13
102160,内蒙古,男,26,2011-1-13
102161,北京,女,39,2011-1-13
102163,北京,女,26,2011-1-13
102167,河南,男,22,2011-1-13
102170,安徽,女,35,2011-1-13
102171,山东,男,33,2011-1-13
102172,宁夏,男,47,2011-1-13
102174,辽宁,男,38,2011-1-13
102180,广西,女,41,2011-1-13
102181,上海,女,22,2011-1-13
102184,辽宁,女,37,2011-1-13
102186,新疆,男,30,2011-1-13
102187,吉林,男,32,2011-1-13
102188,湖北,女,21,2011-1-13
102190,西藏,男,20,2011-1-13
102191,吉林,男,20,2011-1-13
102192,安徽,男,21,2011-1-13
102194,安徽,女,22,2011-1-13
102195,广东,女,27,2011-1-13
102196,青海,男,35,2011-1-13
102197,上海,男,39,2011-1-13
102198,江西,男,22,2011-1-13
102200,吉林,女,45,2011-1-13
102206,天津,男,21,2011-1-13
102207,浙江,男,20,2011-1-13
102208,湖南,女,23,2011-1-13
102211,陕西,女,32,2011-1-13
102212,浙江,女,38,2011-1-13
102214,四川,男,28,2011-1-13
102216,山东,女,41,2011-1-13
102217,黑龙江,男,24,2011-1-13
102218,新疆,女,21,2011-1-13
102220,甘肃,女,21,2011-1-13
102221,新疆,男,34,2011-1-13
102222,山西,男,24,2011-1-13
102227,安徽,女,33,2011-1-13
102228,山西,男,34,2011-1-13
102230,江苏,男,26,2011-1-13
102231,广东,女,25,2011-1-13
102232,河北,女,45,2011-1-13
102235,四川,男,28,2011-1-13
102236,重庆,男,35,2011-1-13
102237,安徽,女,42,2011-1-13
102238,辽宁,女,27,2011-1-13
102241,辽宁,女,29,2011-1-13
102242,河南,女,33,2011-1-13
102243,重庆,男,22,2011-1-13
102244,上海,男,20,2011-1-13
102246,北京,男,20,2011-1-13
102248,广西,男,33,2011-1-13
102249,北京,女,31,2011-1-13
102250,西藏,男,25,2011-1-13
102251,内蒙古,女,42,2011-1-13
102252,贵州,男,22,2011-1-13
102253,江西,女,28,2011-1-13
102255,江西,女,40,2011-1-13
102257,湖南,女,44,2011-1-13
102258,吉林,男,27,2011-1-13
102260,天津,男,25,2011-1-13
102261,四川,女,33,2011-1-13
102263,浙江,女,26,2011-1-13
102264,河南,女,18,2011-1-13
102269,湖北,男,23,2011-1-13
102270,安徽,女,36,2011-1-13
102272,山东,女,21,2011-1-13
102273,河南,男,46,2011-1-13
102274,广东,男,33,2011-1-13
102276,甘肃,女,31,2011-1-13
102277,山东,女,32,2011-1-13
102279,黑龙江,女,29,2011-1-13
102280,陕西,男,30,2011-1-13
102281,天津,男,32,2011-1-13
102282,江苏,男,25,2011-1-13
102283,宁夏,男,27,2011-1-13
102287,北京,男,33,2011-1-13
102290,新疆,女,23,2011-1-13
102294,上海,女,34,2011-1-13
102297,陕西,女,19,2011-1-13
102298,重庆,女,37,2011-1-13
102299,新疆,男,22,2011-1-13
102300,山东,女,46,2011-1-13
102303,内蒙古,男,32,2011-1-13
102304,重庆,男,25,2011-1-13
102305,上海,女,19,2011-1-13
102306,广西,女,38,2011-1-13
102308,山西,男,37,2011-1-14
102310,浙江,女,18,2011-1-14
102311,河北,男,35,2011-1-14
102312,山西,女,38,2011-1-14
102318,北京,男,19,2011-1-14
102320,广东,女,28,2011-1-14
102323,浙江,男,25,2011-1-14
102324,天津,女,27,2011-1-14
102325,云南,男,32,2011-1-14
102326,海南,男,19,2011-1-14
102327,广西,男,18,2011-1-14
102330,安徽,男,46,2011-1-14
102332,安徽,女,18,2011-1-14
102333,四川,女,42,2011-1-14
102334,黑龙江,女,19,2011-1-14
102337,甘肃,女,25,2011-1-14
102340,广西,男,20,2011-1-14
102341,海南,女,33,2011-1-14
102344,浙江,男,24,2011-1-14
102345,宁夏,女,19,2011-1-14
102347,河南,男,37,2011-1-14
102353,湖北,女,20,2011-1-14
102354,内蒙古,男,39,2011-1-14
102355,广东,男,38,2011-1-14
102358,内蒙古,男,22,2011-1-14
102359,天津,男,18,2011-1-14
102360,北京,男,47,2011-1-14
